代码		    名称		涨幅		现价		当日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额		
SZ002517	恺英网络	-0.49%		24.24		12.29亿		2.68%		0.85		457.90亿	--		--		游戏		【手机游戏;电子竞技;网络游戏;元宇宙;AIGC概念;NFT概念;腾讯概念;虚拟现实;鸿蒙概念;AI眼镜;华为概念;区块链;IP经济(谷子经济);人工智能;数字经济;深股通;融资融券】	--		--		+8.55%		+8.02%		+0.08		7370074		7866801		
SZ002518	科士达		+4.16%		50.29		10.19亿		3.65%		1.78		284.21亿	--		--		其他电源设备	【液冷服务器;宁德时代概念;锂电池概念;数据中心;光伏概念;储能;比亚迪概念;充电桩;风电;东数西算(算力);深股通;融资融券;阿里巴巴概念;一带一路;抖音概念(字节概念);粤港澳大湾区;人工智能;智能医疗】	--		--		+0.84%		+5.54%		-0.77		3406401		15368624	
SZ002519	银河电子	+9.95%		8.62		1.30亿		1.35%		0.11		96.44亿		3		--		军工电子	【军工信息化;军民融合;商业航天;军工;核电;安防;专精特新;充电桩;智能电网;创投;无人驾驶;人工智能;智能家居;机器人概念;长安汽车概念;新能源汽车;储能;新型工业化;比亚迪概念;锂电池概念;宁德时代概念;深股通;融资融券】	--		--		+42.01%		+42.24%		+9.95		38325710	455998		
SZ002520	日发精机	-1.28%		6.18		1.52亿		3.40%		0.73		44.34亿		--		--		通用设备	【成飞概念;减速器;航空发动机;新型工业化;军民融合;大飞机;工业母机;人形机器人;高端装备;机器人概念;数字经济;新能源汽车;一带一路;共同富裕示范区;人民币贬值受益;风电;深股通;融资融券】	--		--		+2.32%		-6.22%		+0.16		731709		1103748		
SZ002521	齐峰新材	-0.72%		8.27		3777.99万	1.09%		1.09		34.67亿		--		--		造纸		【污水处理;可降解塑料;融资融券;深股通】	--		--		-3.16%		-6.55%		+0.12		146784		402749		
SZ002522	浙江众成	-2.22%		5.73		3.26亿		6.27%		1.03		51.86亿		--		--		塑料制品	【长三角一体化;PVDF概念;共同富裕示范区;国企改革;专精特新;传感器;华为概念;5G;光纤概念;融资融券】	--		--		+3.24%		+11.91%		+0.00		3881078		2869584		
SZ002523	天桥起重	+1.15%		4.38		2.18亿		3.55%		1.31		61.83亿		--		--		专用设备	【雅下水电概念;水利;固废处理;核电;一带一路;军工;风电;国企改革;机器人概念;回购增持再贷款概念;体育产业;华为概念;冰雪产业;海工装备;深股通;融资融券】	--		--		+0.69%		+2.10%		-0.46		465049		3003366		
SZ002524	光正眼科	-2.61%		4.11		7211.24万	3.42%		1.35		21.00亿		--		--		医疗服务	【地下管网;民营医院;装配式建筑;医美概念;眼科医疗;新疆振兴;创投;智能医疗;天然气;西部大开发】	--		--		-3.29%		-11.23%		+0.00		544380		533067		
SZ002526	山东矿机	+2.47%		3.73		3.86亿		5.89%		3.41		66.06亿		--		--		专用设备	【智能物流;新型工业化;可降解塑料;机器人概念;高端装备;减速器;人工智能;低空经济;无人机;手机游戏;网络游戏;煤炭概念;深股通;融资融券】	--		--		+4.48%		-0.27%		+0.00		437892		3656892		
SZ002527	新时达		-1.50%		16.42		5.59亿		6.39%		0.60		86.91亿		--		--		自动化设备	【减速器;人形机器人;新型工业化;工业母机;机器视觉;阿里巴巴概念;机器人概念;长安汽车概念;比亚迪概念;区块链;新能源汽车;工业互联网;数字孪生;液冷服务器;数据中心;燃料电池;空气能热泵;智能物流;芯片概念;海工装备;深股通;股权转让(并购重组);融资融券】	--		--		+7.04%		+1.11%		-1.20		7895718		10425058	
SZ002528	ST英飞拓	+0.36%		2.77		2363.85万	0.81%		0.85		29.09亿		--		--		计算机设备	【ST板块;深圳国企改革;智慧灯杆;国资云;智能医疗;数字经济;智慧城市;国企改革;数据要素;区块链;人工智能;智慧政务;智能家居;数字孪生;人脸识别;华为鲲鹏;安防;信创;物联网;人民币贬值受益;华为概念;东数西算(算力);军民融合;机器视觉;5G】	--		--		-4.48%		-5.46%		+0.36		446912		1004125		
SZ002529	*ST海源		-0.85%		7.03		2473.36万	1.34%		0.99		18.28亿		--		--		专用设备	【ST板块;HJT电池;光伏概念;高端装备;新能源汽车;3D打印;宁德时代概念】	--		--		-0.42%		-2.09%		+0.56		206770		250971		
SZ002530	金财互联	-2.70%		10.46		3.94亿		5.38%		0.78		72.71亿		--		--		通用设备	【数字货币;财税数字化;ChatGPT概念;云计算;信创;百度概念;鸿蒙概念;AI智能体;ERP概念;华为鲲鹏;阿里巴巴概念;智慧政务;AIGC概念;区块链;华为概念;数据要素;互联网金融;Sora概念(文生视频);虚拟数字人;人工智能;智慧城市;数字经济;机器人概念;比亚迪概念;跨境电商;养老概念;深股通;融资融券】	--		--		+5.34%		+3.77%		-0.93		1755120		2202876		
SZ002531	天顺风能	-1.13%		6.99		1.58亿		1.26%		1.11		124.90亿	--		--		风电设备	【风电;海工装备;氢能源;绿色电力;深股通;融资融券】	--		--		+4.48%		+0.14%		-0.42		390720		1166631		
SZ002532	天山铝业	+1.70%		18.53		16.47亿		2.19%		1.41		761.00亿	--		--		工业金属	【钠离子电池;锂电池概念;俄乌冲突概念;回购增持再贷款概念;西部大开发;新疆振兴;融资融券;深股通】	--		--		+28.68%		+30.95%		+0.38		5082791		6022250		
SZ002533	金杯电工	+1.35%		12.80		2.80亿		3.43%		1.62		81.62亿		--		--		电网设备	【可控核聚变;超导概念;特高压;核电;智能电网;高压快充;风电;充电桩;光伏概念;储能;雅下水电概念;高铁;数据中心;新能源汽车;水利;比亚迪概念;特斯拉概念;一带一路;机器人概念;长安汽车概念;华为概念;冷链物流;深股通;融资融券】	--		--		+3.14%		+4.75%		-0.24		657720		1875200		
SZ002534	西子洁能	+2.00%		16.80		2.24亿		1.62%		1.03		138.56亿	--		--		其他电源设备	【光热发电;核电;钒电池;储能;光伏概念;燃料电池;高端装备;钙钛矿电池;大飞机;绿色电力;碳中和;一带一路;回购增持再贷款概念;固废处理;创投;融资融券;深股通】	--		--		-3.23%		+2.00%		-0.06		1193350		1360800		
SZ002535	林州重机	-1.28%		3.86		6654.06万	2.29%		0.70		28.81亿		--		--		专用设备	【高端装备;煤炭概念;军工;燃料电池;安防;蚂蚁集团概念;储能】	--		--		+2.39%		-4.69%		+0.00		302243		818166		
SZ002536	飞龙股份	+2.46%		30.39		19.45亿		11.89%		0.79		165.45亿	--		--		汽车零部件	【液冷服务器;汽车热管理;特斯拉概念;小米汽车;汽车电子;长安汽车概念;数据中心;新能源汽车;芯片概念;机器人概念;华为概念;燃料电池;储能;充电桩;人民币贬值受益;海峡两岸;无人机;低空经济;一带一路;深股通;融资融券】	--		--		-0.03%		+29.71%		+1.15		30546000	25655238	
SZ002537	海联金汇	-2.55%		8.80		5.04亿		4.87%		0.55		102.89亿	--		--		汽车零部件	【移动支付;数字货币;互联网金融;蚂蚁集团概念;数字经济;区块链;跨境电商;冷链物流;家用电器;NFT概念;华为汽车;元宇宙;华为概念;新能源汽车;特斯拉概念;比亚迪概念;5G;深股通;融资融券】	--		--		+5.64%		+8.11%		-0.89		1721085		4510000		
SZ002538	司尔特		+0.91%		6.67		1.39亿		2.44%		0.95		56.93亿		--		--		农化制品	【磷化工;化肥;生态农业;农村电商;金属铅;金属锌;黄金概念;金属铜;民营医院;乡村振兴;工业互联网;融资融券;深股通】	--		--		+2.30%		+1.21%		+0.15		436920		536268		
SZ002539	云图控股	-1.04%		12.37		2.82亿		2.58%		1.05		109.00亿	--		--		农化制品	【磷化工;化肥;硅能源;锂电池概念;生态农业;玉米;西部大开发;农业种植;乡村振兴;电子竞技;融资融券;深股通】	--		--		+7.47%		+13.90%		-0.32		2018520		1923535		
SZ002540	亚太科技	-1.12%		7.06		1.42亿		2.30%		0.81		61.55亿		--		--		工业金属	【大飞机;军工;3D打印;新能源汽车;汽车热管理;比亚迪概念;深股通】	--		--		+4.44%		-4.85%		-0.14		431365		790014		
SZ002541	鸿路钢构	+9.98%		18.63		3.66亿		4.08%		2.52		92.43亿		--		--		建筑装饰	【装配式建筑;同花顺中特估100;PPP概念;光伏概念;机器人概念;融资融券;深股通】	--		--		+11.42%		+16.22%		+0.65		814990		735885		
SZ002542	中化岩土	-1.46%		3.38		1.08亿		1.82%		1.37		59.45亿		--		--		建筑装饰	【特色小镇;新型城镇化;地下管网;PPP概念;旅游概念;一带一路;国企改革;文化传媒概念;低空经济;云计算;数据中心;芯片概念;深股通】	--		--		-0.30%		-3.98%		+0.00		633521		837902		
SZ002543	万和电气	-0.97%		10.16		6594.89万	0.98%		0.85		67.22亿		--		--		厨卫电器	【空气能热泵;家用电器;创投;智能家居;净水概念;独角兽概念;人工智能;DeepSeek概念;华为概念;深股通;融资融券】	--		--		+1.50%		-2.31%		-0.10		214225		861568		
SZ002544	普天科技	-1.71%		35.72		18.07亿		7.50%		1.08		243.06亿	--		--		通信服务	【商业航天;卫星导航;军民融合;6G概念;军工;低空经济;数字乡村;智慧城市;数字孪生;水利;网络安全;农机;机器人概念;横琴新区;物联网;数据要素;华为概念;东数西算(算力);5G;雄安新区;储能;国企改革;一带一路;数据中心;乡村振兴;粤港澳大湾区;PCB概念;深股通;融资融券】	--		--		+12.50%		+18.40%		-1.51		15708231	12819908	
SZ002545	东方铁塔	+3.04%		21.35		4.45亿		1.86%		1.18		241.29亿	--		--		农化制品	【2025三季报预增;化肥;风电;一带一路;特高压;深股通;智能电网;融资融券】	--		--		+25.59%		+17.44%		-0.58		2548220		3217445		
SZ002546	新联电子	+0.27%		7.30		2.25亿		3.83%		1.58		58.49亿		--		--		电网设备	【智能电网;电力物联网;虚拟电厂;充电桩;物联网;数据要素;深股通】	--		--		+5.19%		+6.73%		+0.00		720720		1913330		
SZ002547	春兴精工	-2.11%		4.65		1.66亿		3.21%		1.41		51.37亿		--		--		汽车零部件	【减速器;机器人概念;一体化压铸;新能源汽车;比亚迪概念;特斯拉概念;储能;光伏概念;军工;华为手机;5G;芯片概念;绿色电力;深股通;融资融券】	--		--		+0.22%		-3.93%		+0.21		1058148		1931438		
SZ002548	金新农		+0.00%		6.20		5.29亿		10.20%		1.21		49.88亿		--		--		农产品加工	【生态农业;乡村振兴;猪肉;机器人概念;融资融券】	--		--		+8.77%		+2.14%		+1.77		3632579		3016300		
SZ002549	凯美特气	+4.04%		23.20		32.63亿		20.28%		2.68		160.63亿	--		--		环境治理	【光刻机;啤酒概念;冷链物流;专精特新;眼科医疗;芯片概念;俄乌冲突概念;碳中和;氢能源;融资融券;深股通】	--		--		+6.37%		+13.12%		+1.97		26867310	26805280	
SZ002550	千红制药	-0.12%		8.11		1.16亿		1.52%		0.98		76.33亿		--		--		化学制药	【创新药;仿制药一致性评价;肝炎概念;合成生物;深股通】	--		--		+1.00%		+0.00%		-0.12		1336528		1218933		
SZ002551	尚荣医疗	-3.10%		3.75		8766.39万	3.79%		1.57		22.92亿		--		--		医疗器械	【养老概念;医疗器械概念;粤港澳大湾区;人民币贬值受益;独角兽概念】	--		--		+0.54%		-4.34%		+0.26		2042044		711375		
SZ002552	宝鼎科技	+2.95%		17.46		1.75亿		2.74%		1.65		64.34亿		--		--		元件		【黄金概念;国企改革;互联网金融;PCB概念;深股通】	--		--		+4.18%		+5.50%		+0.47		814512		1569654		
SZ002553	南方精工	-1.64%		27.04		3.53亿		5.18%		0.87		67.82亿		--		--		汽车零部件	【减速器;ChatGPT概念;语音技术;机器人概念;物联网;人工智能;无线耳机;MCU芯片;无人机;汽车芯片;比亚迪概念;新能源汽车;芯片概念;专精特新;锂电池概念;融资融券;深股通】	--		--		+3.56%		+0.19%		-0.55		899486		1557504		
SZ002554	惠博普		-1.52%		3.23		1.14亿		2.65%		1.06		43.07亿		--		--		油气开采及服务	【俄乌冲突概念;天然气;地下管网;垃圾分类;碳中和;碳交易;污水处理;一带一路;海工装备;国企改革;氢能源;人民币贬值受益;云计算;融资融券】	--		--		+3.86%		-3.58%		-0.30		1236714		1217064		
SZ002555	三七互娱	+0.98%		26.67		36.97亿		8.59%		1.49		426.44亿	--		--		游戏		【云游戏;手机游戏;电子竞技;Sora概念(文生视频);网络游戏;AIGC概念;ChatGPT概念;虚拟数字人;NFT概念;多模态AI;AI智能体;文化传媒概念;元宇宙;在线教育;虚拟现实;人工智能;华为概念;脑机接口;创投;深股通;融资融券】	--		--		+19.17%		+29.72%		+1.59		90472826	26854023	
SZ002556	辉隆股份	-0.49%		6.06		7294.92万	1.27%		0.79		57.30亿		--		--		种植业与林业	【化肥;煤化工概念;农业种植;农村电商;土地流转;玉米;统一大市场;粮食概念;供销社;乡村振兴;民爆概念;装配式建筑;生物质能发电;维生素;建筑节能;毛发医疗;磷化工;医美概念;创投;染料;互联网金融;数字乡村;光伏概念;融资融券;深股通】	--		--		+1.85%		+1.85%		-0.49		266034		1145340		
SZ002557	洽洽食品	-0.27%		22.34		1.17亿		1.03%		0.97		112.77亿	--		--		食品加工制造	【乳业;回购增持再贷款概念;深股通;融资融券】	--		--		+0.54%		+5.43%		+0.04		365238		953918		
SZ002558	巨人网络	+0.22%		45.50		10.15亿		1.15%		0.79		880.31亿	--		--		游戏		【电子竞技;云游戏;手机游戏;网络游戏;虚拟数字人;腾讯概念;阿里巴巴概念;AIGC概念;元宇宙;虚拟现实;语音技术;百度概念;ChatGPT概念;AI智能体;旅游概念;华为概念;人工智能;鸿蒙概念;DeepSeek概念;创投;互联网金融;西部大开发;参股保险;深股通;融资融券】	--		--		+0.93%		+11.68%		-0.75		10467438	9823450		
SZ002559	亚威股份	+1.27%		10.39		2.86亿		5.51%		2.08		51.99亿		--		--		通用设备	【新型工业化;芯片概念;OLED;工业母机;存储芯片;比亚迪概念;机器视觉;机器人概念;新能源汽车;华为概念;高端装备;工业互联网;光刻胶;军工;光伏概念;信创;军民融合;智能物流;深股通】	--		--		+5.38%		-1.70%		+0.39		7224935		4860442		
SZ002560	通达股份	+1.80%		10.16		4.84亿		10.59%		0.70		46.02亿		--		--		电网设备	【成飞概念;大飞机;柔性直流输电;特高压;军民融合;军工;智能电网;充电桩;海工装备;无人机;光伏概念;风电;储能;专精特新;新能源汽车;机器人概念;数据中心;一带一路;医疗器械概念;雅下水电概念;2025三季报预增;融资融券】	--		--		+7.29%		+11.65%		-0.70		2519122		9004808		
SZ002561	徐家汇		+5.14%		9.41		3.19亿		8.30%		2.57		39.00亿		--		--		零售		【物业管理;乡村振兴;国企改革;融资融券】	--		--		-0.84%		+6.57%		-0.56		558030		2064554		
SZ002562	兄弟科技	+0.45%		6.74		2.98亿		6.26%		0.87		47.28亿		--		--		化学制品	【丙烯酸;PEEK材料;2025三季报预增;长三角一体化;中俄贸易概念;NMN概念;人民币贬值受益;小金属概念;维生素;合成生物;仿制药一致性评价;深股通】	--		--		+5.48%		+3.37%		+0.00		1747955		2520760		
SZ002563	森马服饰	-0.91%		5.42		1.27亿		1.06%		0.97		119.70亿	--		--		服装家纺	【网红经济;IP经济(谷子经济);体育产业;三胎概念;足球概念;跨境电商;共同富裕示范区;数字经济;深股通;融资融券】	--		--		-3.56%		-4.91%		-0.18		713622		1131154		
SZ002564	天沃科技	+2.91%		7.77		2.24亿		3.37%		1.55		66.74亿		--		--		专用设备	【上海国企改革;光热发电;碳中和;国企改革;核电;海工装备;一带一路;光伏概念;氢能源;煤化工概念;军工;军民融合;风电;高端装备;深股通;摘帽】	--		--		+5.43%		+2.24%		+0.13		709128		1791762		
SZ002565	顺灏股份	+5.53%		19.46		62.66亿		31.35%		1.03		206.27亿	--		--		包装印刷	【商业航天;卫星导航;工业大麻;生态农业;土壤修复;一带一路;跨境电商;东数西算(算力);回购增持再贷款概念;新型烟草(电子烟);深股通;融资融券】	--		--		+23.95%		+48.66%		-3.74		70873975	79394854	
SZ002566	益盛药业	+0.13%		7.73		4303.12万	2.41%		1.05		17.92亿		--		--		中药		【流感;毛发医疗;肝炎概念;农业种植;乡村振兴】	--		--		-0.51%		-10.74%		+0.13		139140		555787		
SZ002567	唐人神		-0.68%		4.41		9196.89万	1.46%		1.14		63.13亿		--		--		农产品加工	【猪肉;养鸡;预制菜;合成生物;人造肉;回购增持再贷款概念;融资融券;深股通】	--		--		+0.00%		-3.08%		-0.23		749556		2306871		
SZ002568	百润股份	-2.22%		21.55		2.12亿		1.35%		1.24		155.75亿	--		--		饮料制造	【超级品牌;长三角一体化;深股通;融资融券】	--		--		-0.97%		-3.36%		+0.09		637534		2531910		
SZ002569	*ST步森		+0.07%		13.70		1.08亿		5.58%		2.15		19.17亿		--		--		服装家纺	【ST板块;国企改革;股权转让(并购重组)】	--		--		+33.14%		+30.60%		+1.31		2201169		501420		
SZ002570	贝因美		-0.64%		6.18		1.87亿		2.81%		1.08		66.74亿		--		--		饮料制造	【乳业;宠物经济;三胎概念;网红经济;跨境电商;养老概念;共同富裕示范区;NFT概念;回购增持再贷款概念;DeepSeek概念;深股通;融资融券】	--		--		-2.98%		+0.98%		-0.48		990400		2164236		
SZ002571	德力股份	-1.17%		12.67		3.71亿		9.83%		0.75		37.80亿		--		--		家居用品	【股权转让(并购重组);C2M概念;参股银行;网络游戏;创投;光伏概念;一带一路;拼多多概念;新能源汽车】	--		--		+26.45%		+38.62%		-1.01		7603848		4380019		
SZ002572	索菲亚		-1.37%		13.66		1.26亿		1.40%		0.99		88.99亿		--		--		家居用品	【参股券商;养老概念;智能家居;虚拟现实;深股通;融资融券】	--		--		+1.41%		-2.08%		-0.36		527160		1479378		
SZ002573	清新环境	-0.78%		3.80		2979.05万	0.56%		1.05		53.68亿		--		--		环境治理	【固废处理;PPP概念;煤化工概念;天然气;污水处理;雄安新区;国企改革;土壤修复;碳中和;水利;京津冀一体化;创投;PM2.5;数字孪生;金属回收;机器人概念;金属铜;深股通;融资融券】	--		--		+0.00%		-3.31%		+0.00		111453		201020		
SZ002574	明牌珠宝	-4.10%		5.62		9150.67万	3.05%		1.52		29.67亿		--		--		服装家纺	【IP经济(谷子经济);租售同权;C2M概念;共同富裕示范区;参股银行;HJT电池;光伏概念;TOPCON电池;黄金概念;小金属概念;融资融券】	--		--		-0.88%		-4.91%		-0.34		310104		1045320		
SZ002575	群兴玩具	-2.21%		6.19		1.66亿		4.54%		1.02		36.24亿		--		--		综合		【Sora概念(文生视频);算力租赁;物业管理;腾讯概念;创投;区块链;东数西算(算力);华为昇腾;DeepSeek概念;粤港澳大湾区;深股通;融资融券】	--		--		-3.13%		-14.86%		-0.47		1012410		1279473		
SZ002576	通达动力	-0.69%		17.23		5160.11万	1.84%		0.78		27.92亿		--		--		电机		【新能源汽车;机器人概念;专精特新;比亚迪概念;风电;特高压】	--		--		+3.30%		-0.58%		+0.12		166752		635787		
SZ002577	雷柏科技	-1.32%		17.91		4727.84万	0.93%		1.39		50.27亿		--		--		计算机设备	【人工智能;星闪概念;智能穿戴;粤港澳大湾区;百度概念;电子竞技;机器人概念;消费电子概念;跨境电商;无线耳机;网络游戏;无线充电;融资融券;深股通】	--		--		-0.28%		-4.99%		+0.00		99825		223875		
SZ002578	闽发铝业	-0.85%		4.64		3.04亿		7.59%		0.77		39.96亿		--		--		工业金属	【海峡两岸;宁德时代概念;国企改革;光伏概念;新能源汽车;5G】	--		--		+1.75%		-15.02%		+0.00		2588508		3184896		
SZ002579	中京电子	-1.02%		12.59		7.44亿		10.10%		1.12		73.45亿		--		--		元件		【MicroLED概念;PCB概念;毫米波雷达;MiniLED;WiFi 6;5G;6G概念;共封装光学(CPO);智能音箱;AI PC;汽车电子;先进封装;消费电子概念;AI眼镜;芯片概念;卫星导航;柔性屏(折叠屏);小米概念;数据中心;OLED;智能穿戴;无人机;AI手机;物联网;商业航天;无线耳机;存储芯片;新型烟草(电子烟);无人驾驶;低空经济;军工;机器人概念;比亚迪概念;军民融合;新能源汽车;人形机器人;粤港澳大湾区;工业互联网;数字经济;海峡两岸;储能;创投;广东自贸区;医疗器械概念;养老概念;融资融券;深股通】	--		--		+5.27%		+7.79%		-0.08		7472209		5010820		
SZ002580	圣阳股份	-0.70%		12.78		1.41亿		2.42%		1.27		57.81亿		--		--		电池		【动力电池回收;钠离子电池;锂电池概念;固态电池;储能;高铁;数据中心;液冷服务器;雄安新区;创投;华为概念;新疆振兴;东数西算(算力);国企改革;军工;鸿蒙概念;抖音概念(字节概念);快手概念;深股通;融资融券】	--		--		+2.24%		+1.91%		+0.31		482834		1036458		
SZ002581	ST未名		+0.00%		7.45		1859.46万	0.62%		0.71		29.86亿		--		--		生物制品	【肝炎概念;重组蛋白;生物疫苗;创新药;ST板块;CRO概念】	--		--		-5.22%		-1.19%		-0.27		124824		173585		
SZ002582	好想你		-4.25%		11.26		10.31亿		25.40%		3.66		38.76亿		--		--		食品加工制造	【啤酒概念;预制菜;人造肉;网红经济;生态农业;特色小镇;农业种植;旅游概念;乡村振兴;IP经济(谷子经济);跨境电商;职业教育;新疆振兴;参股银行;创投;智能物流;海峡两岸】	--		--		+1.44%		+11.60%		+10.03		105458412	8812076		
SZ002583	海能达		-1.37%		11.55		4.37亿		2.94%		0.83		148.15亿	--		--		通信设备	【智慧城市;智慧政务;信创;区块链;人工智能;DeepSeek概念;互联网金融;低空经济;中俄贸易概念;卫星导航;粤港澳大湾区;安防;量子科技;无人机;物联网;工业互联网;一带一路;机器人概念;华为汽车;新能源汽车;俄乌冲突概念;星闪概念;6G概念;5G;芯片概念;汽车电子;深股通;融资融券】	--		--		+5.96%		+1.67%		-0.43		2137278		4518360		
SZ002584	西陇科学	+1.29%		9.45		6.46亿		14.48%		1.69		44.27亿		--		--		电子化学品	【光刻胶;核污染防治;核电;食品安全;碳中和;创投;专精特新;粤港澳大湾区;消毒剂;辅助生殖;光伏概念;重组蛋白;PCB概念;锂电池概念;深股通】	--		--		-0.94%		+3.85%		+1.82		3352550		4884705		
SZ002585	双星新材	+0.54%		7.46		8.36亿		12.48%		1.78		66.14亿		--		--		塑料制品	【PET铜箔;锂电池概念;建筑节能;光伏概念;柔性屏(折叠屏);可降解塑料;绿色电力;参股银行;OLED;华为概念;消费电子概念;区块链;小米概念;融资融券;深股通】	--		--		+13.72%		-2.10%		-0.94		2786385		9152674		
SZ002586	ST围海		-1.61%		4.28		4348.22万	0.93%		0.80		46.55亿		--		--		建筑装饰	【ST板块;文化传媒概念;雄安新区;国企改革;PPP概念;水利;高端装备;海工装备】	--		--		+4.39%		+4.90%		+0.23		58424		600484		
SZ002587	奥拓电子	-1.76%		6.68		1.10亿		3.12%		1.25		34.96亿		--		--		光学光电子	【智慧灯杆;智慧城市;体育产业;数字经济;足球概念;旅游概念;在线教育;人脸识别;元宇宙;人工智能;物联网;粤港澳大湾区;智慧政务;区块链;互联网金融;虚拟数字人;语音技术;广东自贸区;虚拟现实;腾讯概念;AIGC概念;华为鲲鹏;华为概念;抖音概念(字节概念);柔性屏(折叠屏);信创;MR(混合现实);机器人概念;ChatGPT概念;专精特新;MicroLED概念;MiniLED;5G;消费电子概念;苹果概念;英伟达概念】	--		--		+1.21%		-2.05%		-0.29		499686		612556		
SZ002588	史丹利		-1.78%		9.94		9500.20万	1.11%		0.98		85.34亿		--		--		农化制品	【化肥;生态农业;磷化工;农村电商;玉米;乡村振兴;锂电池概念;数字乡村;深股通;融资融券】	--		--		+2.26%		+4.74%		+0.00		320804		1289218		
SZ002589	瑞康医药	-1.50%		3.29		2.22亿		4.91%		0.86		44.93亿		--		--		医药商业	【医药电商;牙科医疗;统一大市场;冷链物流;养老概念;医疗器械概念;农业种植;创新药;智能医疗;回购增持再贷款概念;人工智能;华为概念;区块链;融资融券】	--		--		-6.80%		-29.85%		-0.30		997668		2380644		
SZ002590	万安科技	+0.88%		15.96		5.69亿		7.16%		1.45		79.00亿		--		--		汽车零部件	【华为汽车;小米汽车;长安汽车概念;两轮车;无人驾驶;人形机器人;汽车电子;飞行汽车(eVTOL);毫米波雷达;新能源汽车;比亚迪概念;车联网(车路协同);小米概念;机器人概念;百度概念;低空经济;无线充电;工业互联网;回购增持再贷款概念;独角兽概念;军工;绿色电力;融资融券;深股通】	--		--		+7.04%		+19.46%		+1.45		7824375		2291856		
SZ002591	恒大高新	-2.57%		6.82		2.62亿		17.13%		1.34		15.24亿		--		--		化学制品	【钠离子电池;固态电池;锂电池概念;垃圾分类;绿色电力;专精特新;军工;智慧城市;军民融合;腾讯概念;超超临界发电;百度概念;文化传媒概念;数据要素;阿里巴巴概念;拼多多概念;抖音概念(字节概念)】	--		--		+4.28%		-4.08%		-0.71		4281200		5243216		
SZ002592	ST八菱		+5.02%		9.62		1.70亿		6.83%		1.54		25.27亿		3		--		汽车零部件	【ST板块;汽车热管理;文化传媒概念;长安汽车概念;华为汽车;燃料电池;网络游戏;新能源汽车;西部大开发;军工;细胞免疫治疗;2025三季报预增;华为概念;专精特新】	--		--		+37.63%		+37.04%		+1.75		2369144		170274		
SZ002593	日上集团	-0.84%		5.91		2.27亿		6.88%		1.07		33.03亿		--		--		建筑装饰	【海峡两岸;福建自贸区;新型城镇化;装配式建筑;中俄贸易概念;一带一路;机器人概念;比亚迪概念】	--		--		+0.17%		-10.86%		-0.34		963468		2892354		
SZ002594	比亚迪		-2.39%		97.60		55.03亿		1.61%		1.31		3403.55亿	--		--		汽车整车	【同花顺漂亮100;超级品牌;钠离子电池;同花顺出海50;车联网(车路协同);DeepSeek概念;动力电池回收;锂电池概念;深股通;融资融券;盐湖提锂;无人驾驶;粤港澳大湾区;储能;光伏概念;新能源汽车;比亚迪概念;机器人概念;充电桩;高压快充;芯片概念】	--		--		+3.42%		+1.11%		-0.03		24910032	46926080	
SZ002595	豪迈科技	+0.67%		86.55		2.96亿		0.43%		1.31		687.70亿	--		--		专用设备	【工业母机;海工装备;风电;深股通;融资融券】	--		--		+4.19%		+16.61%		+0.03		1573800		4532450		
SZ002596	海南瑞泽	-1.76%		5.03		4.87亿		8.37%		0.63		57.67亿		--		--		建筑材料	【海南自贸区;自由贸易港;特色小镇;旅游概念;水泥概念;装配式建筑;垃圾分类;新型城镇化;PPP概念;固废处理;雄安新区;水利;一带一路;融资融券】	--		--		-14.60%		-20.29%		-0.39		4047360		5746272		
SZ002597	金禾实业	-1.22%		21.11		1.06亿		0.88%		0.80		119.66亿	--		--		化学制品	【煤化工概念;代糖概念;生物质能发电;合成生物;锂电池概念;光伏概念;固态电池;深股通;融资融券】	--		--		+1.64%		+5.39%		+0.00		160275		1110386		
SZ002598	山东章鼓	-2.76%		9.15		2.37亿		9.11%		2.08		25.75亿		--		--		通用设备	【碳纤维;污水处理;储能;无人机;物联网;机器人概念;军工;碳交易;高端装备;传感器;数据中心;军民融合;国企改革;锂电池概念;核电;芯片概念;固态电池;钠离子电池;融资融券】	--		--		-10.91%		-18.59%		-0.53		4095936		7100299		
SZ002599	盛通股份	-1.32%		8.25		1.73亿		5.22%		0.56		32.84亿		--		--		包装印刷	【元宇宙;文化传媒概念;在线教育;腾讯概念;职业教育;手机游戏;人工智能;虚拟数字人;鸿蒙概念;人脸识别;体育产业;数字孪生;物联网;虚拟现实;机器人概念;智谱AI;语音技术;DeepSeek概念;京津冀一体化;云办公;机器视觉;人形机器人;无人机;跨境电商;三胎概念;海峡两岸】	--		--		+4.43%		+0.61%		+0.00		584364		2314125		
